i,deg_inter
2994,201
2995,79
2996,300
2997,321
2998,258
2999,509
3000,39
3001,95
3002,261
3003,85
3004,342
3005,1
3006,56
3007,7
3008,33
3009,80
3010,244
3011,12
3012,18
3013,49
3014,120
3015,22
3016,33
3017,51
3018,465
3019,28
3020,39
3021,126
3022,14
3023,8
3024,659
3025,6
3026,76
3027,96
3028,36
3029,175
3030,49
3031,106
3032,123
3033,40
3034,259
3035,433
3036,76
3037,50
3038,88
3039,123
3040,18
3041,535
3042,39
3043,289
3044,21
3045,177
3046,54
3047,5
3048,87
3049,466
3050,171
3051,19
3052,17
3053,210
3054,30
3055,109
3056,71
3057,17
3058,539
3059,30
3060,28
3061,250
3062,146
3063,7
3064,133
3065,37
3066,70
3067,43
3068,226
3069,242
3070,6
3071,7
3072,11
3073,54
3074,189
3075,125
3076,76
3077,23
3078,233
3079,119
3080,34
3081,148
3082,232
3083,49
3084,27
3085,14
3086,142
3087,312
3088,31
3089,44
3090,164
3091,25
3092,74
3093,66
3094,18
3095,90
3096,4
3097,99
3098,169
3099,73
3100,41
3101,12
3102,58
3103,9
3104,191
3105,16
3106,11
3107,37
3108,25
3109,208
3110,50
3111,8
3112,174
3113,27
3114,189
3115,43
3116,3
3117,13
3118,63
3119,27
3120,4
3121,77
3122,58
3123,63
3124,21
3125,35
3126,136
3127,212
3128,82
3129,105
3130,17
3131,188
3132,101
3133,58
3134,16
3135,98
3136,110
3137,10
3138,203
3139,54
3140,9
3141,52
3142,52
3143,25
3144,24
3145,46
3146,57
3147,117
3148,99
3149,31
3150,2
3151,68
3152,59
3153,62
3154,45
3155,10
3156,134
3157,131
3158,149
3159,29
3160,152
3161,7
3162,74
3163,59
3164,15
3165,79
3166,43
3167,42
3168,119
3169,260
3170,62
3171,64
3172,38
3173,73
3174,46
3175,46
3176,29
3177,49
3178,47
3179,31
3180,17
3181,45
3182,50
3183,18
3184,143
3185,64
3186,44
3187,139
3188,43
3189,8
3190,19
3191,6
3192,82
3193,52
3194,76
3195,65
3196,87
3197,8
3198,20
3199,24
3200,148
3201,10
3202,19
3203,123
3204,68
3205,191
3206,30
3207,18
3208,147
3209,310
3210,3
3211,59
3212,18
3213,21
3214,88
3215,37
3216,41
3217,75
3218,4
3219,7
3220,48
3221,148
3222,6
3223,45
3224,177
3225,27
3226,33
3227,64
3228,20
3229,34
3230,71
3231,57
3232,95
3233,9
3234,56
3235,30
3236,121
3237,28
3238,78
3239,34
3240,88
3241,3
3242,4
3243,34
3244,6
3245,69
3246,57
3247,45
3248,11
3249,75
3250,34
3251,13
3252,64
3253,75
3254,46
3255,46
3256,19
3257,43
3258,51
3259,60
3260,30
3261,5
3262,96
3263,10
3264,39
3265,72
3266,116
3267,1
3268,57
3269,23
3270,23
3271,185
3272,27
3273,38
3274,27
3275,40
3276,51
3277,7
3278,4
3279,8
3280,21
3281,94
3282,11
3283,17
3284,25
3285,46
3286,57
3287,9
3288,21
3289,11
3290,299
3291,33
3292,108
3293,92
3294,49
3295,14
3296,4
3297,37
3298,10
3299,7
3300,17
3301,49
3302,93
3303,6
3304,8
3305,16
3306,32
3307,69
3308,18
3309,90
3310,147
3311,10
3312,10
3313,33
3314,39
3315,2
3316,10
3317,12
3318,52
3319,4
3320,64
3321,15
3322,36
3323,197
3324,38
3325,3
3326,18
3327,3
3328,14
3329,66
3330,7
3331,32
3332,20
3333,53
3334,21
3335,16
3336,18
3337,10
3338,19
3339,28
3340,9
3341,20
3342,4
3343,15
3344,17
3345,51
3346,13
3347,11
3348,7
3349,42
3350,5
3351,88
3352,23
3353,25
3354,21
3355,6
3356,28
3357,3
3358,78
3359,35
3360,20
3361,13
3362,39
3363,32
3364,15
3365,39
3366,22
3367,7
3368,22
3369,4
3370,32
3371,21
3372,15
3373,5
3374,25
3375,19
3376,57
3377,18
3378,23
3379,14
3380,61
3381,11
3382,4
3383,25
3384,23
3385,28
3386,29
3387,8
3388,8
3389,15
3390,89
3391,10
3392,14
3393,72
3394,5
3395,53
3396,10
3397,9
3398,8
3399,20
3400,31
3401,8
3402,10
3403,40
3404,23
3405,8
3406,93
3407,36
3408,83
3409,97
3410,7
3411,6
3412,65
3413,20
3414,7
3415,23
3416,11
3417,12
3418,188
3419,4
3420,10
3421,26
3422,32
3423,21
3424,51
3425,15
3426,10
3427,42
3428,8
3429,6
3430,9
3431,8
3432,75
3433,17
3434,70
3435,96
3436,7
3437,12
3438,32
3439,26
3440,50
3441,17
3442,13
3443,133
3444,27
3445,12
3446,21
3447,29
3448,10
3449,66
3450,11
3451,16
3452,4
3453,7
3454,36
3455,10
3456,42
3457,19
3458,11
3459,32
3460,90
3461,72
3462,36
3463,21
3464,7
3465,5
3466,34
3467,24
3468,8
3469,4
3470,11
3471,17
3472,10
3473,75
3474,12
3475,28
3476,18
3477,25
3478,15
3479,13
3480,36
3481,11
3482,5
3483,4
3484,157
3485,21
3486,16
3487,25
3488,3
3489,13
3490,20
3491,19
3492,7
3493,7
3494,3
3495,21
3496,13
3497,35
3498,1
3499,4
3500,8
3501,30
3502,19
3503,9
3504,25
3505,13
3506,16
3507,19
3508,8
3509,9
3510,13
3511,5
3512,7
3513,5
3514,15
3515,17
3516,6
3517,7
3518,5
3519,10
3520,10
3521,38
3522,19
3523,25
3524,11
3525,4
3526,3
3527,2
3528,8
3529,14
3530,8
3531,18
3532,14
3533,4
3534,28
3535,15
3536,4
3537,22
3538,10
3539,9
3540,6
3541,14
3542,26
3543,15
3544,29
3545,21
3546,5
3547,17
3548,6
3549,13
3550,36
3551,34
3552,24
3553,27
3554,33
3555,49
3556,7
3557,14
3558,21
3559,23
3560,35
3561,6
3562,78
3563,12
3564,39
3565,25
3566,3
3567,3
3568,6
3569,19
3570,12
3571,6
3572,11
3573,13
3574,39
3575,7
3576,8
3577,19
3578,5
3579,41
3580,2
3581,9
3582,42
3583,16
3584,10
3585,6
3586,50
3587,9
3588,23
3589,8
3590,23
3591,8
3592,13
3593,11
3594,15
3595,2
3596,31
3597,25
3598,7
3599,41
3600,12
3601,26
3602,5
3603,67
3604,10
3605,17
3606,14
3607,8
3608,2
3609,27
3610,20
3611,6
3612,5
3613,15
3614,26
3615,11
3616,28
3617,7
3618,9
3619,12
3620,4
3621,13
3622,27
3623,10
3624,19
3625,27
3626,11
3627,3
3628,37
3629,10
3630,11
3631,20
3632,33
3633,3
3634,8
3635,9
3636,9
3637,15
3638,12
3639,5
3640,7
3641,5
3642,6
3643,7
3644,32
3645,5
3646,4
3647,30
3648,16
3649,5
3650,5
3651,9
3652,22
3653,6
3654,160
3655,6
3656,26
3657,21
3658,4
3659,2
3660,4
3661,6
3662,7
3663,4
3664,6
3665,14
3666,16
3667,27
3668,9
3669,14
3670,14
3671,12
3672,5
3673,2
3674,4
3675,19
3676,6
3677,27
3678,4
3679,8
3680,16
3681,17
3682,9
3683,4
3684,7
3685,4
3686,5
3687,16
3688,41
3689,10
3690,11
3691,5
3692,15
3693,10
3694,4
3695,9
3696,16
3697,14
3698,12
3699,4
3700,9
3701,11
3702,8
3703,5
3704,17
3705,6
3706,26
3707,13
3708,4
3709,17
3710,76
3711,11
3712,3
3713,22
3714,4
3715,11
3716,14
3717,20
3718,9
3719,26
3720,5
3721,4
3722,9
3723,6
3724,9
3725,4
3726,6
3727,1
3728,6
3729,5
3730,11
3731,6
3732,29
3733,41
3734,31
3735,10
3736,8
3737,8
3738,5
3739,72
3740,27
3741,10
3742,10
3743,5
3744,10
3745,5
3746,25
3747,4
3748,58
3749,10
3750,4
3751,5
3752,11
3753,4
3754,4
3755,5
3756,41
3757,2
3758,7
3759,3
3760,66
3761,7
3762,2
3763,35
3764,11
3765,4
3766,6
3767,13
3768,6
3769,2
3770,3
3771,11
3772,8
3773,7
3774,4
3775,6
3776,9
3777,15
3778,6
3779,3
3780,30
3781,1
3782,12
3783,11
3784,5
3785,11
3786,12
3787,8
3788,2
3789,42
3790,5
3791,7
3792,3
3793,4
3794,10
3795,25
3796,18
3797,5
3798,4
3799,18
3800,15
3801,4
3802,16
3803,3
3804,10
3805,10
3806,8
3807,7
3808,35
3809,10
3810,6
3811,2
3812,8
3813,23
3814,6
3815,9
3816,12
3817,16
3818,5
3819,8
3820,2
3821,12
3822,3
3823,7
3824,4
3825,6
3826,17
3827,15
3828,9
3829,9
3830,9
3831,5
3832,6
3833,7
3834,12
3835,11
3836,17
3837,6
3838,9
3839,6
3840,23
3841,2
3842,4
3843,18
3844,15
3845,6
3846,3
3847,2
3848,12
3849,4
3850,10
3851,19
3852,4
3853,2
3854,6
3855,9
3856,2
3857,4
3858,8
3859,5
3860,5
3861,15
3862,3
3863,14
3864,13
3865,4
3866,2
3867,5
3868,7
3869,13
3870,3
3871,8
3872,4
3873,5
3874,9
3875,2
3876,3
3877,3
3878,3
3879,8
3880,4
3881,7
3882,6
3883,2
3884,15
3885,5
3886,15
3887,7
3888,6
3889,4
3890,6
3891,4
3892,11
3893,6
3894,2
3895,13
3896,6
3897,6
3898,5
3899,56
3900,4
3901,6
3902,4
3903,6
3904,3
3905,5
3906,16
3907,7
3908,1
3909,6
3910,2
3911,2
3912,4
3913,1
3914,20
3915,2
3916,13
3917,6
3918,2
3919,3
3920,18
3921,5
3922,4
3923,2
3924,16
3925,10
3926,4
3927,11
3928,41
3929,1
3930,4
3931,2
3932,7
3933,4
3934,9
3935,2
3936,6
3937,5
3938,6
3939,8
3940,6
3941,16
3942,5
3943,5
3944,2
3945,3
3946,2
3947,1
3948,4
3949,1
3950,6
3951,3
3952,4
3953,3
3954,8
3955,6
3956,6
3957,24
3958,7
3959,6
3960,14
3961,12
3962,18
3963,5
3964,6
3965,3
3966,3
3967,1
3968,10
3969,13
3970,8
3971,1
3972,3
3973,13
3974,4
3975,7
3976,3
3977,8
3978,21
3979,3
3980,3
3981,4
3982,4
3983,1
3984,2
3985,4
3986,5
3987,3
3988,4
3989,2
3990,4
3991,5
3992,5
3993,6
3994,2
3995,3
3996,1
3997,4
3998,9
3999,4
4000,6
4001,6
4002,26
4003,7
4004,11
4005,23
4006,9
4007,2
4008,1
4009,4
4010,30
4011,4
4012,7
4013,52
4014,6
4015,1
4016,8
4017,5
4018,75
4019,54
4020,13
4021,227
4022,4
4023,11
4024,14
4025,5
4026,4
4027,8
4028,5
4029,4
4030,19
4031,1
4032,21
4033,2
4034,10
4035,22
4036,1
4037,3
4038,6
4039,7
4040,4
4041,1
4042,5
4043,9
4044,6
4045,31
4046,6
4047,5
4048,5
4049,5
4050,4
4051,2
4052,3
4053,21
4054,7
4055,2
4056,78
4057,4
4058,6
4059,3
4060,6
4061,14
4062,7
4063,10
4064,6
4065,2
4066,16
4067,6
4068,6
4069,11
4070,12
4071,46
4072,7
4073,20
4074,1
4075,3
4076,3
4077,11
4078,11
4079,11
4080,82
4081,28
4082,7
4083,2
4084,44
4085,10
4086,59
4087,14
4088,4
4089,3
4090,2
4091,4
4092,5
4093,6
4094,12
4095,4
4096,6
4097,13
4098,69
4099,2
4100,7
4101,4
4102,9
4103,2
4104,4
4105,8
4106,3
4107,2
4108,7
4109,4
4110,5
4111,6
4112,9
4113,8
4114,7
4115,3
4116,1
4117,7
4118,4
4119,7
4120,3
4121,14
4122,9
4123,17
4124,11
4125,2
4126,23
4127,3
4128,14
4129,63
4130,137
4131,4
4132,23
4133,4
4134,4
4135,110
4136,6
4137,47
4138,35
4139,6
4140,6
4141,5
4142,8
4143,122
4144,24
4145,28
4146,19
4147,1
4148,10
4149,91
4150,7
4151,12
4152,5
4153,8
4154,49
4155,29
4156,5
4157,5
4158,2
4159,8
4160,1
4161,29
4162,5
4163,12
4164,1
4165,22
4166,10
4167,8
4168,8
4169,4
4170,7
4171,5
4172,78
4173,11
4174,88
4175,20
4176,18
4177,21
4178,17
4179,9
4180,5
4181,6
4182,2
4183,30
4184,80
4185,14
4186,8
4187,1
4188,12
4189,9
4190,8
4191,20
4192,25
4193,5
4194,10
4195,6
4196,9
4197,1
4198,5
4199,8
4200,5
4201,25
4202,18
4203,8
4204,12
4205,7
4206,11
4207,6
4208,8
4209,41
4210,8
4211,7
4212,17
4213,22
4214,10
4215,3
4216,2
4217,8
4218,11
4219,7
4220,16
4221,2
4222,11
4223,7
4224,2
4225,1
4226,26
4227,2
4228,8
4229,46
4230,3
4231,7
4232,3
4233,36
4234,4
4235,6
4236,4
4237,1
4238,2
4239,1
4240,3
4241,4
4242,8
4243,5
4244,5
4245,8
4246,5
4247,9
4248,5
4249,4
4250,1
4251,2
4252,5
4253,5
4254,2
4255,6
4256,2
4257,1
4258,5
4259,8
4260,9
4261,6
4262,1
4263,5
4264,5
4265,1
4266,1
4267,4
4268,1
4269,1
4270,4
4271,1
4272,3
4273,12
4274,3
4275,5
4276,124
4277,519
4278,288
4279,260
4280,5
4281,516
4282,37
4283,590
4284,444
4285,283
4286,348
4287,31
4288,29
4289,21
4290,912
4291,126
4292,344
4293,135
4294,96
4295,840
4296,1982
4297,80
4298,128
4299,109
4300,792
4301,57
4302,108
4303,261
4304,7
4305,59
4306,338
4307,255
4308,300
4309,579
4310,85
4311,364
4312,62
4313,16
4314,47
4315,5
4316,8
4317,581
4318,359
4319,214
4320,154
4321,103
4322,12
4323,167
4324,347
4325,294
4326,8
4327,107
4328,12
4329,1776
4330,67
4331,62
4332,639
4333,504
4334,65
4335,67
4336,233
4337,25
4338,53
4339,68
4340,164
4341,11
4342,539
4343,55
4344,185
4345,127
4346,142
4347,58
4348,42
4349,7
4350,29
4351,36
4352,48
4353,214
4354,42
4355,532
4356,168
4357,368
4358,181
4359,221
4360,32
4361,150
4362,82
4363,212
4364,499
4365,7
4366,282
4367,325
4368,20
4369,686
4370,132
4371,17
4372,718
4373,35
4374,36
4375,74
4376,145
4377,8
4378,93
4379,281
4380,284
4381,44
4382,72
4383,112
4384,101
4385,393
4386,4
4387,11
4388,175
4389,88
4390,59
4391,29
4392,312
4393,118
4394,148
4395,40
4396,109
4397,28
4398,8
4399,11
4400,35
4401,58
4402,3
4403,345
4404,143
4405,8
4406,2
4407,167
4408,105
4409,18
4410,30
4411,553
4412,428
4413,67
4414,82
4415,18
4416,35
4417,401
4418,159
4419,545
4420,141
4421,6
4422,5
4423,12
4424,25
4425,128
4426,16
4427,167
4428,127
4429,181
4430,8
4431,24
4432,461
4433,49
4434,28
4435,63
4436,63
4437,855
4438,495
4439,118
4440,270
4441,83
4442,50
4443,16
4444,24
4445,131
4446,121
4447,26
4448,162
4449,217
4450,134
4451,10
4452,26
4453,391
4454,195
4455,59
4456,41
4457,111
4458,5
4459,50
4460,45
4461,95
4462,147
4463,28
4464,65
4465,368
4466,18
4467,41
4468,70
4469,138
4470,20
4471,40
4472,61
4473,102
4474,14
4475,95
4476,19
4477,165
4478,15
4479,17
4480,85
4481,56
4482,110
4483,92
4484,20
4485,112
4486,126
4487,302
4488,60
4489,107
4490,30
4491,166
4492,107
4493,39
4494,74
4495,54
4496,36
4497,53
4498,142
4499,69
4500,3
4501,156
4502,131
4503,95
4504,58
4505,81
4506,154
4507,77
4508,52
4509,501
4510,50
4511,12
4512,80
4513,6
4514,19
4515,216
4516,43
4517,106
4518,18
4519,149
4520,172
4521,48
4522,162
4523,21
4524,13
4525,137
4526,106
4527,27
4528,26
4529,63
4530,46
4531,104
4532,144
4533,44
4534,9
4535,15
4536,69
4537,24
4538,20
4539,32
4540,29
4541,16
4542,50
4543,10
4544,7
4545,17
4546,47
4547,11
4548,303
4549,76
4550,71
4551,58
4552,186
4553,19
4554,24
4555,100
4556,301
4557,157
4558,5
4559,19
4560,165
4561,18
4562,5
4563,79
4564,40
4565,123
4566,3
4567,109
4568,16
4569,55
4570,204
4571,38
4572,6
4573,10
4574,13
4575,3
4576,33
4577,10
4578,182
4579,29
4580,88
4581,104
4582,27
4583,13
4584,131
4585,14
4586,3
4587,48
4588,27
4589,7
4590,84
4591,27
4592,41
4593,74
4594,17
4595,19
4596,8
4597,28
4598,23
4599,9
4600,3
4601,42
4602,4
4603,41
4604,49
4605,195
4606,26
4607,64
4608,26
4609,346
4610,122
4611,39
4612,136
4613,33
4614,39
4615,42
4616,78
4617,69
4618,7
4619,24
4620,13
4621,8
4622,65
4623,167
4624,31
4625,27
4626,117
4627,33
4628,105
4629,10
4630,27
4631,48
4632,55
4633,5
4634,11
4635,4
4636,24
4637,13
4638,72
4639,3
4640,35
4641,78
4642,76
4643,27
4644,30
4645,52
4646,79
4647,58
4648,24
4649,126
4650,44
4651,17
4652,26
4653,23
4654,47
4655,36
4656,14
4657,25
4658,7
4659,35
4660,74
4661,29
4662,32
4663,16
4664,25
4665,16
4666,73
4667,49
4668,21
4669,186
4670,10
4671,18
4672,75
4673,28
4674,37
4675,22
4676,8
4677,52
4678,4
4679,101
4680,9
4681,4
4682,34
4683,92
4684,221
4685,8
4686,28
4687,34
4688,87
4689,41
4690,12
4691,25
4692,76
4693,5
4694,85
4695,23
4696,24
4697,10
4698,20
4699,111
4700,95
4701,60
4702,14
4703,7
4704,14
4705,58
4706,120
4707,4
4708,5
4709,14
4710,44
4711,17
4712,21
4713,13
4714,35
4715,28
4716,74
4717,65
4718,148
4719,11
4720,35
4721,5
4722,33
4723,17
4724,12
4725,7
4726,22
4727,4
4728,9
4729,16
4730,95
4731,12
4732,62
4733,17
4734,12
4735,19
4736,35
4737,35
4738,19
4739,6
4740,5
4741,56
4742,12
4743,7
4744,36
4745,16
4746,19
4747,13
4748,25
4749,49
4750,69
4751,30
4752,10
4753,4
4754,25
4755,89
4756,16
4757,45
4758,40
4759,14
4760,25
4761,28
4762,9
4763,6
4764,20
4765,35
4766,93
4767,12
4768,29
4769,19
4770,4
4771,84
4772,7
4773,8
4774,19
4775,22
4776,15
4777,42
4778,27
4779,47
4780,11
4781,4
4782,6
4783,6
4784,13
4785,19
4786,7
4787,60
4788,88
4789,7
4790,12
4791,13
4792,19
4793,3
4794,8
4795,7
4796,14
4797,58
4798,8
4799,9
4800,15
4801,9
4802,58
4803,75
4804,8
4805,6
4806,26
4807,8
4808,64
4809,34
4810,43
4811,18
4812,9
4813,25
4814,64
4815,6
4816,25
4817,37
4818,4
4819,12
4820,5
4821,15
4822,31
4823,9
4824,18
4825,7
4826,6
4827,7
4828,6
4829,2
4830,33
4831,165
4832,3
4833,9
4834,13
4835,4
4836,3
4837,5
4838,18
4839,57
4840,31
4841,56
4842,13
4843,6
4844,7
4845,8
4846,13
4847,5
4848,16
4849,5
4850,85
4851,2
4852,5
4853,22
4854,14
4855,5
4856,17
4857,19
4858,36
4859,5
4860,16
4861,13
4862,19
4863,68
4864,16
4865,4
4866,11
4867,13
4868,2
4869,9
4870,29
4871,10
4872,6
4873,10
4874,3
4875,13
4876,28
4877,48
4878,52
4879,5
4880,38
4881,26
4882,55
4883,21
4884,42
4885,4
4886,12
4887,13
4888,30
4889,12
4890,21
4891,11
4892,7
4893,12
4894,34
4895,5
4896,31
4897,19
4898,3
4899,18
4900,16
4901,19
4902,9
4903,26
4904,6
4905,30
4906,10
4907,12
4908,21
4909,30
4910,9
4911,82
4912,6
4913,16
4914,7
4915,9
4916,68
4917,8
4918,67
4919,17
4920,6
4921,33
4922,34
4923,30
4924,14
4925,17
4926,4
4927,13
4928,9
4929,12
4930,21
4931,5
4932,19
4933,27
4934,3
4935,34
4936,13
4937,12
4938,17
4939,17
4940,14
4941,9
4942,6
4943,6
4944,18
4945,12
4946,10
4947,21
4948,24
4949,28
4950,42
4951,41
4952,5
4953,19
4954,6
4955,15
4956,12
4957,9
4958,10
4959,1
4960,11
4961,21
4962,1
4963,4
4964,32
4965,32
4966,59
4967,14
4968,18
4969,8
4970,4
4971,5
4972,11
4973,13
4974,9
4975,2
4976,22
4977,8
4978,3
4979,11
4980,16
4981,4
4982,26
4983,11
4984,3
4985,6
4986,15
4987,15
4988,52
4989,5
4990,6
4991,19
4992,16
4993,10
4994,9
4995,63
4996,2
4997,3
4998,5
4999,6
5000,9
5001,8
5002,11
5003,16
5004,18
5005,22
5006,14
5007,7
5008,18
5009,4
5010,4
5011,2
5012,25
5013,5
5014,12
5015,21
5016,33
5017,20
5018,16
5019,2
5020,4
5021,4
5022,20
5023,11
5024,3
5025,39
5026,19
5027,3
5028,16
5029,20
5030,3
5031,15
5032,20
5033,9
5034,5
5035,38
5036,10
5037,189
5038,47
5039,5
5040,10
5041,11
5042,23
5043,27
5044,7
5045,7
5046,3
5047,5
5048,4
5049,33
5050,8
5051,12
5052,5
5053,20
5054,5
5055,9
5056,5
5057,6
5058,9
5059,7
5060,24
5061,13
5062,23
5063,6
5064,25
5065,5
5066,13
5067,6
5068,15
5069,5
5070,22
5071,5
5072,3
5073,16
5074,9
5075,8
5076,1
5077,20
5078,17
5079,11
5080,4
5081,5
5082,6
5083,29
5084,70
5085,4
5086,5
5087,7
5088,6
5089,5
5090,16
5091,6
5092,1
5093,18
5094,8
5095,16
5096,11
5097,19
5098,17
5099,15
5100,10
5101,29
5102,16
5103,9
5104,10
5105,6
5106,7
5107,9
5108,6
5109,13
5110,13
5111,12
5112,6
5113,9
5114,4
5115,11
5116,7
5117,11
5118,3
5119,8
5120,5
5121,13
5122,10
5123,13
5124,7
5125,101
5126,26
5127,8
5128,11
5129,5
5130,8
5131,5
5132,19
5133,83
5134,4
5135,14
5136,9
5137,8
5138,6
5139,5
5140,2
5141,4
5142,7
5143,14
5144,4
5145,7
5146,4
5147,6
5148,3
5149,28
5150,5
5151,5
5152,17
5153,8
5154,6
5155,7
5156,6
5157,4
5158,16
5159,29
5160,11
5161,13
5162,12
5163,7
5164,6
5165,4
5166,5
5167,5
5168,3
5169,7
5170,2
5171,12
5172,2
5173,19
5174,64
5175,3
5176,7
5177,11
5178,11
5179,4
5180,4
5181,2
5182,8
5183,15
5184,16
5185,4
5186,10
5187,29
5188,38
5189,4
5190,6
5191,4
5192,5
5193,6
5194,2
5195,19
5196,7
5197,16
5198,10
5199,21
5200,4
5201,15
5202,9
5203,3
5204,5
5205,7
5206,8
5207,6
5208,12
5209,8
5210,6
5211,8
5212,3
5213,2
5214,3
5215,1
5216,4
5217,8
5218,5
5219,12
5220,23
5221,10
5222,6
5223,13
5224,5
5225,3
5226,7
5227,7
5228,6
5229,14
5230,6
5231,41
5232,31
5233,3
5234,7
5235,4
5236,8
5237,1
5238,10
5239,7
5240,4
5241,4
5242,7
5243,3
5244,4
5245,5
5246,10
5247,9
5248,5
5249,2
5250,3
5251,17
5252,4
5253,5
5254,2
5255,24
5256,5
5257,9
5258,3
5259,2
5260,1
5261,6
5262,8
5263,8
5264,6
5265,1
5266,7
5267,6
5268,4
5269,5
5270,4
5271,7
5272,12
5273,9
5274,5
5275,17
5276,22
5277,5
5278,33
5279,3
5280,11
5281,8
5282,6
5283,12
5284,3
5285,8
5286,3
5287,4
5288,1
5289,6
5290,9
5291,11
5292,6
5293,3
5294,8
5295,5
5296,4
5297,3
5298,1
5299,7
5300,4
5301,5
5302,4
5303,8
5304,3
5305,7
5306,8
5307,5
5308,2
5309,9
5310,10
5311,9
5312,1
5313,11
5314,3
5315,10
5316,5
5317,5
5318,3
5319,42
5320,5
5321,10
5322,4
5323,24
5324,12
5325,6
5326,5
5327,4
5328,6
5329,2
5330,3
5331,3
5332,2
5333,9
5334,28
5335,5
5336,5
5337,2
5338,5
5339,5
5340,12
5341,12
5342,6
5343,8
5344,2
5345,234
5346,1
5347,10
5348,4
5349,9
5350,8
5351,4
5352,7
5353,10
5354,1
5355,6
5356,3
5357,3
5358,9
5359,5
5360,9
5361,10
5362,1
5363,15
5364,7
5365,11
5366,5
5367,5
5368,2
5369,5
5370,19
5371,8
5372,5
5373,3
5374,5
5375,6
5376,1
5377,3
5378,5
5379,2
5380,12
5381,8
5382,5
5383,16
5384,6
5385,4
5386,2
5387,8
5388,8
5389,2
5390,10
5391,12
5392,5
5393,13
5394,3
5395,4
5396,9
5397,2
5398,5
5399,239
5400,13
5401,4
5402,32
5403,20
5404,6
5405,7
5406,82
5407,6
5408,8
5409,124
5410,7
5411,10
5412,8
5413,49
5414,13
5415,5
5416,5
5417,28
5418,17
5419,4
5420,16
5421,12
5422,6
5423,12
5424,26
5425,4
5426,55
5427,2
5428,6
5429,1
5430,49
5431,3
5432,6
5433,9
5434,10
5435,3
5436,2
5437,48
5438,22
5439,4
5440,12
5441,6
5442,5
5443,7
5444,5
5445,1
5446,35
5447,60
5448,9
5449,7
5450,1
5451,11
5452,1
5453,11
5454,2
5455,5
5456,16
5457,4
5458,4
5459,10
5460,10
5461,1
5462,20
5463,3
5464,6
5465,64
5466,2
5467,8
5468,4
5469,3
5470,1
5471,24
5472,3
5473,5
5474,3
5475,6
5476,20
5477,4
5478,6
5479,4
5480,7
5481,4
5482,8
5483,8
5484,5
5485,6
5486,8
5487,61
5488,2
5489,26
5490,13
5491,130
5492,1
5493,8
5494,5
5495,22
5496,1
5497,7
5498,26
5499,7
5500,5
5501,34
5502,8
5503,23
5504,12
5505,5
5506,5
5507,7
5508,11
5509,8
5510,4
5511,10
5512,4
5513,19
5514,4
5515,5
5516,4
5517,2
5518,4
5519,27
5520,1
5521,2
5522,9
5523,10
5524,6
5525,8
5526,4
5527,8
5528,7
5529,72
5530,5
5531,1
5532,18
5533,4
5534,7
5535,4
5536,39
5537,7
5538,3
5539,13
5540,12
5541,5
5542,5
5543,14
5544,2
5545,13
5546,5
5547,4
5548,8
5549,6
5550,7
5551,7
5552,9
5553,2
5554,7
5555,14
5556,7
5557,5
5558,5
5559,19
5560,5
5561,10
5562,3
5563,7
5564,10
5565,2
5566,13
5567,5
5568,1
5569,13
5570,7
5571,5
5572,9
5573,16
5574,4
5575,2
5576,61
5577,4
5578,52
5579,6
5580,12
5581,13
5582,22
5583,3
5584,5
5585,5
5586,52
5587,34
5588,14
5589,6
5590,2
5591,5
5592,4
5593,59
5594,18
5595,1
5596,5
5597,2
5598,1
5599,3
5600,2
5601,2
5602,1
5603,15
5604,5
5605,56
5606,7
5607,5
5608,6
5609,3
5610,20
5611,20
5612,34
5613,7
5614,5
5615,7
5616,26
5617,10
5618,5
5619,2
5620,5
5621,6
5622,5
5623,2
5624,2
5625,5
5626,6
5627,4
5628,5
5629,9
5630,11
5631,7
5632,5
5633,2
5634,3
5635,2
5636,1
5637,7
5638,2
5639,2
5640,6
5641,2
5642,6
5643,8
5644,6
5645,2
5646,6
5647,5
5648,5
5649,3
5650,1
5651,7
5652,8
5653,6
5654,7
5655,8
5656,4
5657,11
5658,6
5659,7
5660,4
5661,6
5662,5
5663,2
5664,1
5665,2
5666,4
5667,27
5668,3
5669,2
5670,15
5671,5
5672,2
5673,1
5674,12
5675,5
5676,3
5677,6
5678,4
5679,1
5680,1
5681,4
5682,3
5683,3
5684,2
5685,9
5686,2
5687,3
5688,1
5689,1
5690,5
5691,1
5692,1
5693,2
5694,1
5695,1
5696,1
5697,1
5698,3
5699,2
5700,3
5701,11
5702,1
5703,2
5704,4
5705,1
5706,3
5707,1
5708,1
5709,3
5710,1
5711,1
5712,1
5713,1
5714,1
5715,1
5716,1
5717,1
5718,9
5719,274
5720,107
5721,83
5722,520
5723,1372
5724,208
5725,174
5726,788
5727,58
5728,137
5729,70
5730,52
5731,132
5732,92
5733,53
5734,953
5735,58
5736,69
5737,700
5738,340
5739,150
5740,127
5741,744
5742,25
5743,281
5744,136
5745,63
5746,2474
5747,355
5748,645
5749,59
5750,6
5751,129
5752,123
5753,161
5754,57
5755,245
5756,39
5757,104
5758,5
5759,124
5760,136
5761,192
5762,315
5763,47
5764,203
5765,34
5766,2
5767,392
5768,375
5769,67
5770,1099
5771,16
5772,167
5773,46
5774,63
5775,114
5776,46
5777,49
5778,32
5779,59
5780,193
5781,216
5782,664
5783,219
5784,320
5785,806
5786,6
5787,239
5788,90
5789,52
5790,357
